source,id,nuo,titre,usage,offre,categorie,ville,quartier,piece,surface,garage,cout_mensuel,cout_vente,nuitee
ImmoAsk,1373,5314,"terrain,vendre,lome,adetikope",Acquisition,vendre,Terrain,Lome,Adetikope,0,600.0,0,0,6500000,0
ImmoAsk,1372,5313,"appartement,louer,lome,adewi",Logement,louer,Appartement meublé,Lome,Adewui,2,60.0,2,300000,0,0
ImmoAsk,1371,5312,"villa,vendre,lome,agoe",Acquisition,vendre,Villa,Lome,Agoe,0,300.0,0,0,40000000,0
ImmoAsk,1370,5311,"studio meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,1,17.0,1,250000,0,0
ImmoAsk,1369,5310,"villa meublée,louer,lome,akodessewa",Sejour,louer,Villa meublée,Lome,Akodessewa,5,700.0,2,1800000,0,0
ImmoAsk,1368,5309,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,1,35.0,1,350000,0,0
ImmoAsk,1367,5308,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,2,80.0,1,500000,0,0
ImmoAsk,1366,5307,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,2,80.0,1,600000,0,0
ImmoAsk,1365,5306,"terrain,vendre,lome,djagble",Acquisition,vendre,Terrain,Lome,Djagble,0,600.0,0,0,12000000,0
ImmoAsk,1364,5305,"appartement meublé,louer,lome,attiegou",Sejour,louer,Appartement meublé,Lome,Attiégou,0,153.0,0,500000,0,0
ImmoAsk,1363,5304,"chambre salon,louer,lome,agbalepedo",Logement,louer,Chambre salon,Lome,Agbalépédo,0,35.0,0,55000,0,0
ImmoAsk,1362,5303,"terrain,vendre,lome,zanguera ",Acquisition,vendre,Terrain,Lome,Zanguera,0,600.0,0,0,9000000,0
ImmoAsk,1361,5302,"terrain,vendre,lome,adidogome",Acquisition,vendre,Terrain,Lome,Adidogome,0,600.0,0,0,16000000,0
ImmoAsk,1360,5301,"chambre salon,louer,lome,adidogome",Logement,louer,Chambre salon,Lome,Adidogome,0,30.0,0,35000,0,0
ImmoAsk,1359,5300,"2 chambres salon,louer,lome,adewui",Logement,louer,2 chambres salon,Lome,Adewui,2,90.0,1,300000,0,0
ImmoAsk,1358,5299,"chambre salon,louer,lome,adewui",Logement,louer,Chambre salon,Lome,Adewui,0,75.0,0,225000,0,0
ImmoAsk,1357,5298,"chambre,louer,lome,adewui",Logement,louer,Appartement meublé,Lome,Adewui,0,40.0,0,125000,0,0
ImmoAsk,1356,5297,"terrain,vendre,lome,adetikope",Acquisition,vendre,Terrain,Lome,Adetikope,0,600.0,0,0,6000000,0
ImmoAsk,1355,5296,"terrain,vendre,lome,davie",Acquisition,vendre,Terrain,Lome,Davie,0,600.0,0,0,5600000,0
ImmoAsk,1354,5295,"maison,vendre,lome,djiffa kpota",Acquisition,vendre,Maison,Lome,Bè,0,515.0,0,0,45000000,0
ImmoAsk,1353,5294,"terrain,vendre,lome,agbalepedo",Acquisition,vendre,Terrain,Lome,Agbalépédo,0,345.0,0,0,37000000,0
ImmoAsk,1352,5293,"terrain,vendre,lome,agbalepedo",Acquisition,louer,Terrain,Lome,Agbalépédo,0,345.0,0,0,37000000,0
ImmoAsk,1351,5292,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,1,30.0,1,350000,0,0
ImmoAsk,1350,5291,"studio meublé,louer,lome,adidogome",Sejour,louer,Studio meublé,Kpalime,Adidogome,1,25.0,1,250000,0,0
ImmoAsk,1349,5290,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,100.0,0,1000000,0,0
ImmoAsk,1348,5289,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,3,100.0,1,1000000,0,0
ImmoAsk,1347,5288,"appartement meublé,louer,lome,adidogome ",Sejour,louer,Appartement meublé,Lome,Adidogome,2,70.0,2,600000,0,0
ImmoAsk,1346,5287,"villa,louer,lome,adidogome",Logement,louer,Villa,Lome,Adidogome,3,200.0,2,150000,0,0
ImmoAsk,1345,5286,"appartement meublé,louer,lome,adidogome ",Sejour,louer,Appartement meublé,Lome,Adidogome,2,70.0,2,450000,0,0
ImmoAsk,1344,5285,"appartement meublé,louer,lome,rue de l’ocam",Sejour,louer,Appartement meublé,Lome,Bè,0,45.0,0,300000,0,0
ImmoAsk,1343,5284,"appartement,louer,lome,agoe",Logement,louer,Appartement meublé,Lome,Agoe,0,53.0,0,55000,0,0
ImmoAsk,1342,5283,"villa meublée,louer,lome,segbe",Sejour,louer,Villa meublée,Lome,Segbe,1,150.0,1,250000,0,0
ImmoAsk,1341,5282,"villa,vendre,lome,avenou",Acquisition,vendre,Villa,Lome,Avenou,0,334.0,0,0,130000000,0
ImmoAsk,1340,5281,"appartement meublé,louer,lome,amandahome.",Sejour,louer,Appartement meublé,Lome,Adidogome,2,70.0,2,300000,0,0
ImmoAsk,1339,5280,"appartement meublé,louer,aneho,agbanou",Sejour,louer,Appartement meublé,Aneho,Agbanou,3,100.0,1,250000,0,0
ImmoAsk,1338,5279,"appartement meublé,louer,aneho,agbanou",Sejour,louer,Appartement meublé,Aneho,Agbanou,0,100.0,0,250000,0,0
ImmoAsk,1337,5278,"appartement meublé,louer,lome,todman",Sejour,louer,Appartement meublé,Lome,Tokoin,2,60.0,1,500000,0,0
ImmoAsk,1336,5277,"terrain,vendre,lome,tokoin protestant",Acquisition,vendre,Terrain,Lome,Tokoin,0,300.0,0,0,25000000,0
ImmoAsk,1335,5276,"terrain,vendre,lome,sagbado",Acquisition,vendre,Terrain,Lome,Sagbado,0,459.0,0,0,19000000,0
ImmoAsk,1334,5275,"villa,vendre,lome,klikame",Acquisition,vendre,Villa,Lome,Klikamé,0,150.0,0,0,15000000,0
ImmoAsk,1333,5274,"chambre salon,louer,lome,attiegou",Logement,louer,Chambre salon,Lome,Attiégou,1,30.0,2,45000,0,0
ImmoAsk,1332,5273,"villa,louer,lome,be",Logement,louer,Villa,Lome,Bè,3,400.0,3,400001,0,0
ImmoAsk,1331,5272,"terrain,vendre,lome,attiegou",Acquisition,vendre,Terrain,Lome,Attiégou,0,1800.0,0,0,100000000,0
ImmoAsk,1330,5271,"terrain,vendre,lome,hedzranawoe",Acquisition,vendre,Terrain,Lome,Hédzranawoe,0,1650.0,0,0,200000000,0
ImmoAsk,1329,5270,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,2,65.0,1,400000,0,0
ImmoAsk,1328,5269,"villa meublée,louer,lome,adidogome",Sejour,louer,Villa meublée,Lome,Adidogome,0,700.0,0,800000,0,0
ImmoAsk,1327,5268,"villa,louer,lome,apedokoe",Logement,louer,Villa,Lome,Adidogome,0,600.0,0,500000,0,0
ImmoAsk,1326,5267,"appartement meublé,louer,lome,avenou",Sejour,louer,Appartement meublé,Lome,Avenou,2,70.0,1,500000,0,0
ImmoAsk,1325,5266,"appartement meublé,louer,lome,avenou",Sejour,louer,Appartement meublé,Lome,Avenou,0,70.0,0,500000,0,0
ImmoAsk,1324,5265,"villa,louer,lome,adidogome",Logement,louer,Villa,Lome,Adidogome,0,150.0,0,110000,0,0
ImmoAsk,1323,5264,"chambre salon,louer,lome,adidogome",Logement,louer,Chambre salon,Lome,Adidogome,0,30.0,0,45000,0,0
ImmoAsk,1322,5263,"2 chambres salon,louer,lome,adidogome",Logement,louer,2 chambres salon,Lome,Adidogome,0,50.0,0,65000,0,0
ImmoAsk,1321,5262,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,600.0,0,0,15000000,0
ImmoAsk,1320,5261,"terrain,vendre,lome,zanguera",Acquisition,vendre,Terrain,Lome,Zanguera,0,1330.0,0,0,27000000,0
ImmoAsk,1319,5260,"terrain,vendre,lome,lankouvi",Acquisition,vendre,Terrain,Lome,Adidogome,0,300.0,0,0,11500000,0
ImmoAsk,1318,5259,"terrain,vendre,lome,agoe",Acquisition,louer,Terrain,Lome,Agoe,0,600.0,0,0,15000000,0
ImmoAsk,1317,5258,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,3,300.0,1,400000,0,0
ImmoAsk,1316,5257,"villa meublée,louer,lome,agbavi",Sejour,louer,Villa meublée,Lome,Agbavi,2,600.0,3,500000,0,0
ImmoAsk,1315,5256,"villa,louer,lomé,kegue ",Logement,louer,Villa,Lome,Kegue,0,300.0,0,500000,0,0
ImmoAsk,1314,5255,"villa,louer,lome,tokoin",Logement,louer,Appartement meublé,Lome,Tokoin,0,300.0,0,450000,0,0
ImmoAsk,1313,5254,"chambre salon,louer,lome,attilamonou",Logement,louer,Chambre salon,Lome,Adidogome,0,40.0,0,45000,0,0
ImmoAsk,1312,5253,"chambre salon,louer,lome,zanguera",Logement,louer,Chambre salon,Lome,Zanguera,0,35.0,0,35000,0,0
ImmoAsk,1311,5252,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,60.0,0,300000,0,0
ImmoAsk,1310,5251,"villa,louer,lome,cite oua",Logement,louer,Villa,Lome,Cite oua,5,900.0,2,2500000,0,0
ImmoAsk,1309,5250,"chambre salon,louer,lome,zanguera",Logement,louer,Chambre salon,Lome,Zanguera,1,50.0,1,50000,0,0
ImmoAsk,1308,5249,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,2,70.0,2,500000,0,0
ImmoAsk,1307,5248,"appartement meublé,louer,lome,hedzranawoe ",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,0,80.0,0,400000,0,0
ImmoAsk,1306,5247,"villa,louer,lome,kegue",Logement,louer,Villa,Lome,Kegue,0,300.0,0,500000,0,0
ImmoAsk,1305,5246,"appartement meublé,louer,lome,zanguera",Sejour,louer,Appartement meublé,Lome,Zanguera,3,70.0,2,300000,0,0
ImmoAsk,1304,5245,"villa,louer,lome,avepozo",Logement,louer,Villa,Lome,Avepozo,0,600.0,0,550000,0,0
ImmoAsk,1303,5244,"appartement meublé,louer,lome,super taco",Sejour,louer,Appartement meublé,Lome,Super taco,0,300.0,0,200000,0,0
ImmoAsk,1302,5243,"appartement meublé,louer,lome,adidogome ",Sejour,louer,Appartement meublé,Lome,Adidogome,0,600.0,0,600000,0,0
ImmoAsk,1301,5242,"villa meublée,louer,lome,kpogan ",Sejour,louer,Villa meublée,Lome,Kpogan,4,600.0,2,800000,0,0
ImmoAsk,1300,5241,"appartement meublé,louer,lome,adidogome ",Logement,louer,Appartement meublé,Lome,Adidogome,0,300.0,0,350000,0,0
ImmoAsk,1299,5240,"appartement meublé,louer,lome,super taco",Sejour,louer,Appartement meublé,Lome,Super taco,0,300.0,0,200000,0,0
ImmoAsk,1298,5239,"appartement meublé,louer,lomé,nyekonakpoe",Sejour,louer,Appartement meublé,Lome,Nyékonakpoè ,0,300.0,0,350000,0,0
ImmoAsk,1297,5238,"villa meublée,louer,lome,adidogome ",Sejour,louer,Villa meublée,Lome,Adidogome,0,600.0,0,600000,0,0
ImmoAsk,1296,5237,"villa meublée,louer,lome,adidogome ",Sejour,louer,Villa meublée,Lome,Adidogome,0,600.0,0,1000000,0,0
ImmoAsk,1295,5236,"appartement meublé,louer,lome,kodjoviakope",Sejour,louer,Appartement meublé,Lome,Kodjoviakope,0,300.0,0,600000,0,0
ImmoAsk,1294,5235,"villa meublée,louer,lome,gbossime ",Sejour,louer,Villa meublée,Lome,Gbossime,0,300.0,0,250000,0,0
ImmoAsk,1293,5234,"appartement meublé,louer,lome,agbalepedo ",Sejour,louer,Appartement meublé,Lome,Agbalépédo,0,300.0,0,300000,0,0
ImmoAsk,1292,5233,"villa meublée,louer,lome,adidogome",Sejour,louer,Villa meublée,Lome,Adidogome,0,300.0,0,1200000,0,0
ImmoAsk,1291,5232,"villa meublée,louer,lome,adidogome",Sejour,louer,Villa meublée,Lome,Adidogome,0,80.0,0,450000,0,0
ImmoAsk,1290,5231,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,0,50.0,0,400000,0,0
ImmoAsk,1289,5230,"appartement meublé,louer,lome,nyekonakpoe",Sejour,louer,Appartement meublé,Lome,Nyékonakpoè ,0,300.0,0,350000,0,0
ImmoAsk,1288,5229,"appartement meublé,louer,lome,adidoadin ",Sejour,louer,Appartement meublé,Lome,Adidoadin ,1,150.0,1,250000,0,0
ImmoAsk,1287,5228,"villa meublée,louer,lome,adeticope",Sejour,louer,Villa meublée,Lome,Adetikope,0,300.0,0,350000,0,0
ImmoAsk,1286,5227,"appartement meublé,louer,lome,adidoadin",Sejour,louer,Appartement meublé,Lome,Adidoadin ,1,150.0,1,200000,0,0
ImmoAsk,1285,5226,"appartement meublé,louer,lome,kpota non loin du lycee",Sejour,louer,Appartement meublé,Lome,Bè,3,300.0,2,450000,0,0
ImmoAsk,1284,5225,"appartement meublé,louer,lome,kegue",Sejour,louer,Appartement meublé,Lome,Kegue,0,150.0,0,150000,0,0
ImmoAsk,1283,5224,"appartement meublé,louer,1,kegue",Sejour,louer,Appartement meublé,Lome,Kegue,0,150.0,0,150000,0,0
ImmoAsk,1282,5223,"appartement meublé,louer,1,kegue",Sejour,louer,Appartement meublé,Lome,Kegue,0,150.0,0,150000,0,0
ImmoAsk,1281,5222,"appartement meublé,louer,lome,attiegou ",Sejour,louer,Appartement meublé,Lome,Attiégou,0,150.0,0,250000,0,0
ImmoAsk,1280,5221,"villa meublée,louer,lome,hedzanawoe - novissi",Sejour,louer,Villa meublée,Lome,Hédzranawoe,0,300.0,0,500000,0,0
ImmoAsk,1279,5220,"villa meublée,louer,lome,kpogan non loin du goudron",Sejour,louer,Villa meublée,Lome,Kpogan,0,300.0,0,800000,0,0
ImmoAsk,1278,5219,"appartement meublé,louer,lome,kegue tsinga",Sejour,louer,Appartement meublé,Lome,Kegue,1,150.0,1,200000,0,0
ImmoAsk,1277,5218,"villa meublée,louer,lome,hedzranawoe ",Sejour,louer,Villa meublée,Lome,Hédzranawoe,0,300.0,0,400000,0,0
ImmoAsk,1276,5217,"appartement meublé,louer,lome,cito aeroport",Sejour,louer,Appartement meublé,Lome,Cito aeroport,1,150.0,1,300000,0,0
ImmoAsk,1275,5216,"chambre salon,louer,lome,cito aeroport",Logement,louer,Chambre salon,Lome,Cito aeroport,0,150.0,0,300000,0,0
ImmoAsk,1274,5215,"villa,louer,lome,tokoin",Logement,louer,Villa,Lome,Tokoin,2,150.0,1,150000,0,0
ImmoAsk,1273,5214,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,0,200.0,0,350000,0,0
ImmoAsk,1272,5213,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,0,120.0,0,350000,0,0
ImmoAsk,1271,5212,"villa,vendre,lome,adidogome",Acquisition,vendre,Villa,Lome,Adidogome,0,300.0,0,0,50000000,0
ImmoAsk,1270,5211,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,1200.0,0,0,150000000,0
ImmoAsk,1269,5210,"terrain,vendre,lome,agoe",Acquisition,louer,Terrain,Lome,Agoe,0,1200.0,0,0,150000000,0
ImmoAsk,1268,5209,"chambre salon,louer,lome,agoe zossime",Logement,louer,Chambre salon,Lome,Agoe,0,45.0,0,45000,0,0
ImmoAsk,1267,5208,"appartement,louer,lome,agoe zossime",Logement,louer,Appartement,Lome,Agoe,2,50.0,1,70000,0,0
ImmoAsk,1266,5207,"villa,louer,lome,avepozo",Logement,louer,Appartement meublé,Lome,Avepozo,0,1200.0,0,250000,0,0
ImmoAsk,1265,5206,"villa,louer,lome,avepozo",Sejour,louer,Villa,Lome,Avepozo,6,1200.0,1,250000,0,0
ImmoAsk,1264,5205,"terrain,vendre,kpalime,yokele",Acquisition,vendre,Terrain,Kpalime,Yokele,0,2400.0,0,0,20000000,0
ImmoAsk,1263,5204,"chambre salon,louer,lome,be kpota",Logement,louer,Chambre salon,Lome,Bè,0,42.0,0,45000,0,0
ImmoAsk,1262,5203,"chambre salon,louer,lome,cacaveli",Logement,louer,Chambre salon,Lome,Agoe,0,25.0,0,55000,0,0
ImmoAsk,1261,5202,"terrain,vendre,kpalime,kpime",Acquisition,vendre,Terrain,Kpalime,Kpime,0,490000.0,0,0,700000,0
ImmoAsk,1260,5201,"studio meublé,louer,lomé,avenou",Sejour,louer,Appartement meublé,Lome,Avenou,0,24.0,0,220000,0,0
ImmoAsk,1259,5200,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,2,35.0,1,500000,0,0
ImmoAsk,1258,5199,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,2,35.0,1,500000,0,0
ImmoAsk,1257,5198,"villa,vendre,lome,be kpota",Acquisition,vendre,Villa,Lome,Bè,4,300.0,4,0,130000000,0
ImmoAsk,1256,5197,"appartement meublé,louer,lome,agoe",Sejour,louer,Appartement meublé,Lome,Agoe,0,55.0,0,170000,0,0
ImmoAsk,1255,5196,"terrain,vendre,lome,agoe",Acquisition,vendre,Appartement meublé,Lome,Agoe,0,300.0,0,0,33000000,0
ImmoAsk,1254,5195,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,33000000,0
ImmoAsk,1253,5194,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,33000000,0
ImmoAsk,1252,5193,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,33000000,0
ImmoAsk,1251,5192,"villa,louer,lome,baguida",Logement,louer,Villa,Lome,Baguida,3,300.0,1,150000,0,0
ImmoAsk,1250,5191,"villa meublée,louer,lome,adidogome la pampar",Sejour,louer,Villa meublée,Lome,Adidogome,0,300.0,0,600000,0,0
ImmoAsk,1249,5190,"appartement meublé,louer,lome,adidogome la pampar",Sejour,louer,Appartement meublé,Lome,Adidogome,0,400.0,0,700000,0,0
ImmoAsk,1248,5189,"villa meublée,louer,lome,baguida",Sejour,louer,Villa meublée,Lome,Baguida,0,600.0,0,500000,0,0
ImmoAsk,1247,5188,"villa,louer,lome,sagbado",Logement,louer,Villa,Lome,Sagbado,3,300.0,2,300000,0,0
ImmoAsk,1246,5187,"appartement meublé,louer,lome,tokoin ",Sejour,louer,Appartement meublé,Lome,Tokoin,1,80.0,1,150000,0,0
ImmoAsk,1245,5186,"studio meublé,louer,lome,agbalepedo",Sejour,louer,Appartement meublé,Lome,Agbalépédo,0,80.0,0,210000,0,0
ImmoAsk,1244,5185,"studio meublé,louer,lome,agbalepeto",Sejour,louer,Studio meublé,Lome,Agbalepeto,1,80.0,1,210000,0,0
ImmoAsk,1243,5184,"terrain,vendre,lome,agoe sogbossito",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,6000000,0
ImmoAsk,1242,5183,"villa,louer,lome,kegue",Logement,louer,Villa,Lome,Kegue,3,300.0,2,300000,0,0
ImmoAsk,1241,5182,"villa meublée,louer,lome,avedji",Sejour,louer,Villa meublée,Lome,Avedji,0,300.0,0,300000,0,0
ImmoAsk,1240,5181,"villa,louer,lomé,atiegou",Logement,louer,Villa,Lome,Attiégou,3,300.0,2,250000,0,0
ImmoAsk,1239,5180,"villa,louer,lome,atiegou ",Logement,louer,Villa,Lome,Attiégou,0,300.0,0,250000,0,0
ImmoAsk,1238,5179,"villa,vendre,lome,djagble",Acquisition,vendre,Villa,Lome,Djagble,10,300.0,2,0,215000000,0
ImmoAsk,1237,5178,"appartement,louer,lome,djagble",Logement,louer,Appartement,Lome,Djagble,6,300.0,1,300000,0,0
ImmoAsk,1236,5177,"appartement,louer,lome,djagble",Logement,louer,Appartement,Lome,Djagble,6,300.0,2,300000,0,0
ImmoAsk,1235,5176,"appartement,louer,lome,djagble",Logement,louer,Appartement,Lome,Djagble,4,300.0,2,350000,0,0
ImmoAsk,1234,5175,"appartement,louer,lome,djagble",Logement,louer,Appartement,Lome,Djagble,0,300.0,0,350000,0,0
ImmoAsk,1233,5174,"appartement meublé,louer,lome,nyekonakpoe",Sejour,louer,Appartement meublé,Lome,Nyékonakpoè ,0,60.0,0,400000,0,0
ImmoAsk,1232,5173,"appartement meublé,louer,lome,tokoin casablanca",Sejour,louer,Appartement meublé,Lome,Tokoin,2,125.0,1,450000,0,0
ImmoAsk,1231,5172,"appartement meublé,louer,lome,totsi",Sejour,louer,Appartement meublé,Lome,Totsi,0,150.0,0,300000,0,0
ImmoAsk,1230,5171,"appartement meublé,louer,lome,adidoadin",Sejour,louer,Appartement meublé,Lome,Adidoadin ,0,200.0,0,300000,0,0
ImmoAsk,1229,5170,"terrain,vendre,lome,legbassito ",Acquisition,vendre,Terrain,Lome,Agoe,0,600.0,0,0,15000000,0
ImmoAsk,1228,5169,"chambre salon,louer,lome,kagome",Logement,louer,Chambre salon,Lome,Kagome,0,50.0,0,30000,0,0
ImmoAsk,1227,5168,"villa,louer,lome,adidogome ",Logement,louer,Villa,Lome,Adidogome,0,400.0,0,375000,0,0
ImmoAsk,1226,5167,"appartement meublé,louer,lome,agbalepedo",Sejour,louer,Appartement meublé,Lome,Agbalépédo,2,200.0,1,300000,0,0
ImmoAsk,1225,5166,"appartement meublé,louer,lome,agbalepedo",Sejour,louer,Appartement meublé,Lome,Agbalépédo,0,300.0,0,300000,0,0
ImmoAsk,1224,5165,"maison,vendre,lome,sanguera",Acquisition,vendre,Maison,Lome,Sanguera,0,500.0,0,0,65000000,0
ImmoAsk,1223,5164,"terrain,vendre,1,afagnan",Acquisition,vendre,Terrain,Afagnan,Afagnan,0,600.0,0,0,3000000,0
ImmoAsk,1222,5163,"terrain,vendre,1,afagnan",Acquisition,vendre,Terrain,Afagnan,Afagnan,0,600.0,0,0,3000000,0
ImmoAsk,1221,5162,"terrain,vendre,1,afagnan",Acquisition,vendre,Terrain,Afagnan,Afagnan,0,600.0,0,0,3000000,0
ImmoAsk,1220,5161,"terrain,vendre,1,afagnan",Acquisition,vendre,Terrain,Afagnan,Afagnan,0,600.0,0,0,3000000,0
ImmoAsk,1219,5160,"terrain,vendre,lome,djidjole",Acquisition,vendre,Appartement meublé,Lome,Djidjolé,0,386.0,0,0,27000000,0
ImmoAsk,1218,5159,"villa,louer,lome,segbe,akato-deme",Logement,louer,Villa,Lome,Segbe,4,300.0,1,140000,0,0
ImmoAsk,1217,5158,"appartement meublé,louer,lome,gbossime",Sejour,louer,Appartement meublé,Lome,Gbossime,3,150.0,1,250000,0,0
ImmoAsk,1216,5157,"villa,vendre,lome,djagble",Acquisition,vendre,Villa,Lome,Djagble,5,445.0,2,0,32000000,0
ImmoAsk,1215,5156,"magasin,louer,lome,be kpota",Commercial,louer,Magasin,Lome,Bè,1,300.0,2,400000,0,0
ImmoAsk,1214,5155,"appartement meublé,louer,lome,agoe anome ",Sejour,louer,Appartement meublé,Lome,Agoe,0,300.0,0,300000,0,0
ImmoAsk,1213,5154,"villa meublée,louer,lomé,amadahome",Sejour,louer,Villa meublée,Lome,Adidogome,0,600.0,0,600000,0,0
ImmoAsk,1212,5153,"appartement meublé,louer,lome,kegue",Sejour,louer,Appartement meublé,Lome,Kegue,0,80.0,0,150000,0,0
ImmoAsk,1211,5152,"appartement meublé,louer,lome,kegue",Sejour,louer,Appartement meublé,Lome,Kegue,1,80.0,1,150000,0,0
ImmoAsk,1210,5151,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,2,100.0,1,350000,0,0
ImmoAsk,1209,5150,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,2,100.0,1,350000,0,0
ImmoAsk,1208,5149,"appartement meublé,louer,lome,hedzranawoe",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,0,100.0,0,350000,0,0
ImmoAsk,1207,5148,"appartement meublé,louer,lome,hedranawoe ",Sejour,louer,Appartement meublé,Lome,Hédzranawoe,1,80.0,1,250000,0,0
ImmoAsk,1206,5147,"appartement meublé,louer,lome,djidjole ",Sejour,louer,Appartement meublé,Lome,Djidjolé,0,100.0,0,350000,0,0
ImmoAsk,1205,5146,"villa meublée,louer,lome,avepozo ",Sejour,louer,Villa meublée,Lome,Avepozo,0,300.0,0,400000,0,0
ImmoAsk,1204,5145,"appartement meublé,louer,lome,baguida ",Sejour,louer,Appartement meublé,Lome,Baguida,0,300.0,0,400000,0,0
ImmoAsk,1203,5144,"villa,vendre,lome,be kpota",Acquisition,vendre,Villa,Lome,Bè,4,400.0,2,0,130000000,0
ImmoAsk,1202,5143,"villa,louer,lome,hedzranawoe",Logement,louer,Villa,Lome,Hédzranawoe,6,600.0,1,1200000,0,0
ImmoAsk,1201,5142,"villa,louer,lome,hedranawoe ",Logement,louer,Villa,Lome,Hédzranawoe,0,600.0,0,1200000,0,0
ImmoAsk,1200,5141,"immeuble commercial,vendre,lome,legbassito",Acquisition,vendre,Immeuble commercial,Lome,Agoe,13,600.0,2,0,85000000,0
ImmoAsk,1199,5140,"villa,louer,lome,be kpota ",Logement,louer,Villa,Lome,Bè,3,300.0,1,500000,0,0
ImmoAsk,1198,5139,"terrain,vendre,lome,agoe togble",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,6500000,0
ImmoAsk,1197,5138,"appartement meublé,louer,lome,agoe legbassito anhonkpoe ",Sejour,louer,Appartement meublé,Lome,Agoe,0,48.0,0,200000,0,0
ImmoAsk,1196,5137,"maison,vendre,lome,agoe sogbossito",Acquisition,vendre,Maison,Lome,Agoe,2,120.0,1,0,35000000,0
ImmoAsk,1195,5136,"2 chambres salon,louer,lome,agoe legbassito anhonkpoe",Logement,louer,2 chambres salon,Lome,Agoe,0,48.0,0,200000,0,0
ImmoAsk,1194,5135,"boutique,louer,lome,lomegan",Commercial,louer,Boutique,Lome,Lomégan,0,50.0,0,0,100000,0
ImmoAsk,1193,5134,"terrain,bailler,lome,sagbado",Commercial,bailler,Terrain,Lome,Sagbado,0,600.0,0,75000,0,0
ImmoAsk,1192,5133,"terrain,bailler,lome,agoe",Commercial,bailler,Terrain,Lome,Agoe,0,600.0,0,75000,0,0
ImmoAsk,1191,5132,"villa,louer,lome,avedji",Logement,louer,Villa,Lome,Avedji,0,150.0,0,150000,0,0
ImmoAsk,1190,5131,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,25.0,0,50000,0,0
ImmoAsk,1189,5130,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,25.0,0,50000,0,0
ImmoAsk,1188,5129,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,25.0,0,50000,0,0
ImmoAsk,1187,5128,"terrain,bailler,lome,avedji",Commercial,bailler,Terrain,Lome,Avedji,0,1200.0,0,150000,0,0
ImmoAsk,1186,5127,"3 chambres salon,louer,lome,vakpossito",Logement,louer,Appartement,Lome,Agoe,3,80.0,1,90000,0,0
ImmoAsk,1185,5126,"3 chambres salon,louer,lome,adidogome cite mokpokpo",Logement,louer,3 chambres salon,Lome,Adidogome,0,80.0,0,120000,0,0
ImmoAsk,1184,5125,"terrain,vendre,tsevie,davie ",Acquisition,vendre,Terrain,Tsevie,Davie,0,1800.0,0,0,4500000,0
ImmoAsk,1183,5124,"2 chambres salon,louer,lome,be station t-oil",Logement,louer,2 chambres salon,Lome,Bè,2,48.0,1,220000,0,0
ImmoAsk,1182,5123,"villa meublée,louer,lome,zanguera",Sejour,louer,Villa meublée,Lome,Zanguera,2,48.0,1,250000,0,0
