Préfecture,Zone,Type d'offre,Type de bien,Quartier,Valeur vénale (FCFA),Surface (m²),Valeur/m² (FCFA),source
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,BARRIERE,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,KOSSOBIO,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,ZONGO,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,DIDAOURE,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,KOULOUNDE,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 1: URBAINE,VENTE,TERRAIN,CENTRE ADMNISTRATIF,4000000,600,6667,valeursvenales
TCHAOUDJO,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,ZONE PERIURBAINE,2000000,600,3333,valeursvenales
TCHAOUDJO,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,OKORO,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,BOUKOUNDJIBE,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,OUADANDE,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,BAMIMDA,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,BOUKOUTCHABE,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,BIAKPABE,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,KPANKISSI,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,SABOUNDJRA,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,KETANGBAO,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,KPADJA DOUMPOU,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,KODJO DOUMPOU,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,BIAKPABE-AVIATION,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,AVIATION,3000000,600,5000,valeursvenales
BASSAR,ZONE 1: URBAINE,VENTE,TERRAIN,NANGBANI,3000000,600,5000,valeursvenales
BASSAR,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,ZONE PERIURBAINE,1500000,600,2500,valeursvenales
BASSAR,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,CENTRE VILLE,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,TELOUDE,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,TOMDE,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,LAMA-FEING,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,LAMA-ELIMDE,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,HOPITAL CHINOIS,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,POWAI,5000000,600,8333,valeursvenales
KOZAH,ZONE 1: URBAINE,VENTE,TERRAIN,DONGOYO,5000000,600,8333,valeursvenales
KOZAH,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,ZONE PERIURBAINE,2000000,600,3333,valeursvenales
KOZAH,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,250000,10000,25,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,KOMBONLOAGA,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,NASSABLE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,BODJOPALE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,WORGOU,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,NAPIENGUE (ZONGO),5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,CARNAVALE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,KONKOARE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,DIYOBE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,GBAYOBA,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,NAKOLBE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,LOABE,5000000,600,8333,valeursvenales
TONE,ZONE 1: URBAINE,VENTE,TERRAIN,NALEGUEBE,5000000,600,8333,valeursvenales
TONE,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,ZONE PERIURBAINE,2000000,600,3333,valeursvenales
TONE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,POGOYOGO,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,NATINGA,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,LIMANFOGUE,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,SAMANGO,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,POURINDE,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,AKOSSOMBO,5000000,600,8333,valeursvenales
CINKASSE,ZONE 1: URBAINE,VENTE,TERRAIN,SILMISSI,5000000,600,8333,valeursvenales
CINKASSE,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,ZONE PERIURBAINE,2000000,600,3333,valeursvenales
CINKASSE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
OTI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,MANGO,2000000,600,3333,valeursvenales
OTI,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
WAWA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,BADOU,2000000,600,3333,valeursvenales
WAWA,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
ANIE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,ANIE,2000000,600,3333,valeursvenales
ANIE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
AVE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,KEVE,2000000,600,3333,valeursvenales
AVE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,400000,10000,40,valeursvenales
TCHAMBA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,TCHAMBA,2000000,600,3333,valeursvenales
TCHAMBA,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
MOYEN MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,AFANGNAN,2000000,600,3333,valeursvenales
MOYEN MONO,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
AMOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,AMLAME,2000000,600,3333,valeursvenales
AMOU,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
BINAH,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,PAGOUDA,2000000,600,3333,valeursvenales
BINAH,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
ASSOLI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,BAFILO,2000000,600,3333,valeursvenales
ASSOLI,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
DOUFELGOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,NIAMTOUGOU,2000000,600,3333,valeursvenales
DOUFELGOU,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
BLITTA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,BLITTA,2000000,600,3333,valeursvenales
BLITTA,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,175000,10000,18,valeursvenales
YOTO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,TABLIGBO,2000000,600,3333,valeursvenales
YOTO,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
EST-MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,ELAVAGNON,2000000,600,3333,valeursvenales
EST-MONO,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
TANDJOUARE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,TANDJOARE,2000000,600,3333,valeursvenales
TANDJOUARE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
KPENDJAL,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,MANDOURI,2000000,600,3333,valeursvenales
KPENDJAL,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,75000,10000,8,valeursvenales
DANKPEN,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,GUERIN-KOUKA,2000000,600,3333,valeursvenales
DANKPEN,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
KPELE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,ADETA,2000000,600,3333,valeursvenales
KPELE,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
DANYI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,DANYI,2000000,600,3333,valeursvenales
DANYI,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
MÔ,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,DJARKPANGA,2000000,600,3333,valeursvenales
MÔ,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
AKEBOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,KOUGNOHOU,2000000,600,3333,valeursvenales
AKEBOU,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
KERAN,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,KANTE,2000000,600,3333,valeursvenales
KERAN,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,150000,10000,15,valeursvenales
AGOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,GADZEPE,2000000,600,3333,valeursvenales
AGOU,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,200000,10000,20,valeursvenales
MOYEN MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,TOHOUN,2000000,600,3333,valeursvenales
MOYEN MONO,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
KPENDJAL-OUEST,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,NAKI-EST,2000000,600,3333,valeursvenales
KPENDJAL-OUEST,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,75000,10000,8,valeursvenales
OTI SUD,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,GANDO,2000000,600,3333,valeursvenales
OTI SUD,ZONE 3: RURALE,VENTE,TERRAIN,TERRAINS AGRICOLES,100000,10000,10,valeursvenales
