Source,Titre,Type d'offre,Type de bien,Quartier,Prix,Piece,Surface,Valeur par piece,Valeur par m2,source,reference,titre,offre,type_bien,quartier,ville,prix,piece,surface,url,id,nuo,usage,categorie,garage,cout_mensuel,cout_vente,nuitee,Préfecture,Zone,Valeur vénale (FCFA),Surface (m²),Valeur/m² (FCFA),date_annonce,annee,trimestre,periode
COIN D'AFRIQUE,Terrain 1/2 lot à Agoè danliko,VENTE,TERRAIN,AGOE,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot au bord d'une grande voie de 20m au CEG Nanégbe,VENTE,TERRAIN,NANEGBE,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 3 lots - Legbassito,",VENTE,TERRAIN,LEGBASSITO,15000000.0,,1800.0,,8333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Agoè Legbassito(,VENTE,TERRAIN,AGOE,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot face au goudron de UCAO Zanguera,VENTE,TERRAIN,ZANGUERA UCAO,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Agoe Zossimé,VENTE,TERRAIN,ZOSSIME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Agbata,VENTE,TERRAIN,AGBATA,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots - Lomé,VENTE,TERRAIN,LOME,15000000.0,,1200.0,,12500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Zanguera Afiadenynigan,VENTE,TERRAIN,ZANGUERA AFIADENYNIGAN,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots à Kpessi,VENTE,TERRAIN,KPESSI,15000000.0,,1800.0,,8333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Avepozo,VENTE,TERRAIN,AVEPOZO,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Adidogomé,VENTE,TERRAIN,ADIDOGOME,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturer - Agoe legbassito,VENTE,TERRAIN,LEGBASSITO,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 6 lots collés - Segbé,VENTE,TERRAIN,SEGBE,15000000.0,,3600.0,,4167.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain vide + 1/4 lot - Agoè Logope,VENTE,TERRAIN,AGOE,15000000.0,,150.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terain 350m² - Adidogomé boukarou,VENTE,TERRAIN,ADIDOGOME,15000000.0,,350.0,,42857.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à à Sanguera au lieu - dit Afidegnigban,VENTE,TERRAIN,ZANGUERA AFIDEGNIGBAN,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 de lot à déduire d'une maison sise à Totsi,VENTE,TERRAIN,TOTSI,15000000.0,,150.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot 10/30 à Adidogomé Apédokoe,VENTE,TERRAIN,ADIDOGOME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots collés à Zanguéra,VENTE,TERRAIN,ZANGUERA,15000000.0,,2400.0,,6250.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 9 lots à Djagble,VENTE,TERRAIN,DJAGBLE,15000000.0,,5400.0,,2778.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot Zanguera Sanyrame,VENTE,TERRAIN,SANYRAME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Akato Deme,VENTE,TERRAIN,AKATO DEME,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Totsi 200m goudron,VENTE,TERRAIN,TOTSI,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3/4 lot - Adidogomé boukarou,VENTE,TERRAIN,ADIDOGOME,15000000.0,,2400.0,,6250.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Kpessi,VENTE,TERRAIN,KPESSI,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots - Legbassito,VENTE,TERRAIN,LEGBASSITO,15000000.0,,1800.0,,8333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot a Agoe legbassito,VENTE,TERRAIN,LEGBASSITO,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 360 m² à Agoe Legbassito,VENTE,TERRAIN,LEGBASSITO,15000000.0,,360.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi - lot carré clôturé 2 pièces inachevées 04 rues terrain rare à Lomé à Légbassito/cité Attieme,VENTE,TERRAIN,LEGBASSITO,15000000.0,2.0,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Agoe nenegbé a de l'école anastasia,VENTE,TERRAIN,NANEGBE,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Adidogomé Boukarou,VENTE,TERRAIN,ADIDOGOME,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 300 m² - Agoè Sogbossito,VENTE,TERRAIN,AGOE,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 8 lots à Noepe,VENTE,TERRAIN,NOEPE,15000000.0,,4800.0,,3125.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 lot à Attiègou sokpanou,VENTE,TERRAIN,ATTIEGOU SOKPANOU,15000000.0,,150.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain clôturé à Legbassito et du bar anago 1,VENTE,TERRAIN,LEGBASSITO ET DU BAR ANAGO,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Adidogome avec titre foncier,VENTE,TERRAIN,ADIDOGOME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 10lots - Zanguéra akepedo,VENTE,TERRAIN,ZANGUERA,15000000.0,,6000.0,,2500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 8lots collès - Noepe,VENTE,TERRAIN,NOEPE,15000000.0,,4800.0,,3125.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Akato,VENTE,TERRAIN,AKATO,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 10 lots clôturés - Zanguera Akeped jérusalem,VENTE,TERRAIN,ZANGUERA AKEPEDO,15000000.0,,6000.0,,2500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 Lot - Adidogome Amandahome à côté des rails,VENTE,TERRAIN,AMADAHOME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots - Légbassito,VENTE,TERRAIN,LEGBASSITO,15000000.0,,1200.0,,12500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Nanégbé,VENTE,TERRAIN,NANEGBE,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à adidogome yokoe,VENTE,TERRAIN,YOKOE,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 Lot Amandahomey,VENTE,TERRAIN,AMADAHOME,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
TOGO IMMOBILIER,Parcelle 15 ha - Bagbe,VENTE,TERRAIN,BAGBE,15000000.0,,150000.0,,100.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 ha - Tsévié Gblainvié,VENTE,TERRAIN,TSEVIE GBLAINVIE,15000000.0,,600.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Agoè legbassito madjikpèto juste a peine 100m du goudron ou du carrefour de l'hôpital de madjikpèto papier : plan simple+ mandat prix : *15 millions à débattre légèrement*,VENTE,TERRAIN,AGOE,15000000.0,,300.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Adidogomé Apedokoè,VENTE,TERRAIN,ADIDOGOME,14500000.0,,300.0,,48333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots Kpome,VENTE,TERRAIN,KPOME,14500000.0,,1200.0,,12083.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1½ lots - Apessito,VENTE,TERRAIN,APESSITO,14000000.0,,900.0,,15556.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrains - Akepe,VENTE,TERRAIN,AKEPE,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 596 m² - Noepé,VENTE,TERRAIN,NOEPE,14000000.0,,596.0,,23490.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 14 lots - Clobateme,VENTE,TERRAIN,KLOBATEME,14000000.0,,8400.0,,1667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Avédji carrefour margot,VENTE,TERRAIN,AVEDJI,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Bokpokoe,VENTE,TERRAIN,BOKPOKOE,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Agoè Zossimé,VENTE,TERRAIN,AGOE,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 14 lots collés - Agoè clobatèmè,VENTE,TERRAIN,AGOE,14000000.0,,8400.0,,1667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot face voie de 14m à 800 mètres du goudron à Legbassito Avinato,VENTE,TERRAIN,LEGBASSITO AVINATO,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot Agoe Vakpossito,VENTE,TERRAIN,VAKPOSSITO,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600 m² - Zanguera Kleme,VENTE,TERRAIN,ZANGUERA KLEME,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2.5 lots - Kovié Centre Ville,VENTE,TERRAIN,KOVIE CENTRE VILLE,14000000.0,,1200.0,,11667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Agoe sogbossito avec titre foncier,VENTE,TERRAIN,SOGBOSSITO,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Apedokoé,VENTE,TERRAIN,APEDOKOE,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à entre Gbodjomé et Devikeme,VENTE,TERRAIN,GBODJOME,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Démakpoè,VENTE,TERRAIN,DEMAKPOE,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
TOGO IMMOBILIER,Parcelle demi lots nu clôturé Adidogomé Sagbado logoté,VENTE,TERRAIN,ADIDOGOME,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Carrefour Zossimé,VENTE,TERRAIN,ZOSSIME,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Segbe,VENTE,TERRAIN,SEGBE,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2lot - Agoe,VENTE,TERRAIN,AGOE,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et 4 lots - Apessito,VENTE,TERRAIN,APESSITO,14000000.0,,600.0,,23333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Afidenygba,VENTE,TERRAIN,AFIDENYGBA,14000000.0,,300.0,,46667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots à Apessito,VENTE,TERRAIN,APESSITO,14000000.0,,2400.0,,5833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain ½ lot bien clôturée à côté de l'église catholique angle de rue,VENTE,TERRAIN,ASSIGAME,140000000.0,,600.0,,233333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600 m² - Adétikopé,VENTE,TERRAIN,ADETIKOPE,13500000.0,,600.0,,22500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Zanguéra,VENTE,TERRAIN,ZANGUERA,13500000.0,,300.0,,45000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 hectares à Tsévié Gblainvié,VENTE,TERRAIN,TSEVIE GBLAINVIE,13500000.0,,600.0,,22500.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Adidogomé ancienne douane carrefour,VENTE,TERRAIN,ADIDOGOME,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Agoè Démakpoè,VENTE,TERRAIN,AGOE,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot 300m² à Kpogan,VENTE,TERRAIN,KPOGAN,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Zanguéra,VENTE,TERRAIN,ZANGUERA,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain lot clôturés à Hedjanawoe,VENTE,TERRAIN,HEDZRANAWOE,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à quartier la paix Apessito,VENTE,TERRAIN,APESSITO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Adidogomé,VENTE,TERRAIN,ADIDOGOME,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Legbassito kové,VENTE,TERRAIN,LEGBASSITO KOVE,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 1/2 lot a Agoè danliko,",VENTE,TERRAIN,AGOE,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturé Adidogome apedokoe base ebomaf,VENTE,TERRAIN,APEDOKOE,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à 200 m du goudron Zanguera,VENTE,TERRAIN,ZANGUERA,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Djagblé,VENTE,TERRAIN,DJAGBLE,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Davié Tékpo,VENTE,TERRAIN,DAVIE TEKPO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturé Adidogomè zanguera,VENTE,TERRAIN,ZANGUERA,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturé - Didogomé Apédokoè base ébomaf,VENTE,TERRAIN,APEDOKOE,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 04 lots - kpala - mission tové,VENTE,TERRAIN,MISSION TOVE,13000000.0,,2400.0,,5417.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Vakpossito,VENTE,TERRAIN,VAKPOSSITO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 6 lots - Akepedo,VENTE,TERRAIN,AKEPEDO,13000000.0,,3600.0,,3611.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Agoè Assiyéyé,VENTE,TERRAIN,AGOE,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 lot - Agoè,VENTE,TERRAIN,AGOE,13000000.0,,150.0,,86667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 24 lots dont 18 collés à Koala,VENTE,TERRAIN,KPALA,13000000.0,,14400.0,,903.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terain 1/4 lot - Agoe assiyéyé main de dieu,VENTE,TERRAIN,ASSIYEYE,13000000.0,,150.0,,86667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots à kpala - mission tové avec titre foncier,VENTE,TERRAIN,MISSION TOVE,13000000.0,,2400.0,,5417.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain lots clôturés situés à Akepedo,VENTE,TERRAIN,AKEPEDO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Kegue,VENTE,TERRAIN,KEGUE,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrains à Akepedo,VENTE,TERRAIN,AKEPEDO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Akepedo,VENTE,TERRAIN,AKEPEDO,13000000.0,,600.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à lomé Togo,VENTE,TERRAIN,LOME,13000000.0,,300.0,,43333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot ouvert sur 2 voies Segbe Zionto,VENTE,TERRAIN,ZIONTO,12500000.0,,300.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Davié,VENTE,TERRAIN,DAVIE,12500000.0,,600.0,,20833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Adidogome Wognome,VENTE,TERRAIN,WONYOME,12000000.0,,300.0,,40000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Apessito,VENTE,TERRAIN,APESSITO,12000000.0,,600.0,,20000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 lot - Bè pharmacie cristal,VENTE,TERRAIN,BE,12000000.0,,150.0,,80000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 de lot a Agoè klévé,VENTE,TERRAIN,AGOE,12000000.0,,150.0,,80000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 5 hectares à Noepe,VENTE,TERRAIN,NOEPE,12000000.0,,50000.0,,240.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 lot - Bè,VENTE,TERRAIN,BE,12000000.0,,150.0,,80000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot à Adidogomé sagbado ceg,VENTE,TERRAIN,ADIDOGOME,12000000.0,,300.0,,40000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturer - Adidogomé sagbado,VENTE,TERRAIN,ADIDOGOME,12000000.0,,300.0,,40000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/4 lot à Agoè assiyeye algo,VENTE,TERRAIN,AGOE,12000000.0,,150.0,,80000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Agbodrafo djassémé,VENTE,TERRAIN,AGBODRAFO DJASSEME,12000000.0,,600.0,,20000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot à Adidogome,VENTE,TERRAIN,ADIDOGOME,12000000.0,,600.0,,20000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Agoè Légbassito,VENTE,TERRAIN,AGOE,12000000.0,,600.0,,20000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 - Agoe djikamé,VENTE,TERRAIN,DJIKAME,12000000.0,,300.0,,40000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
