Source,Titre,Type d'offre,Type de bien,Quartier,Prix,Piece,Surface,Valeur par piece,Valeur par m2,source,reference,titre,offre,type_bien,quartier,ville,prix,piece,surface,url,id,nuo,usage,categorie,garage,cout_mensuel,cout_vente,nuitee,Préfecture,Zone,Valeur vénale (FCFA),Surface (m²),Valeur/m² (FCFA),date_annonce,annee,trimestre,periode
COIN D'AFRIQUE,Terrain 2 lots 3/4 à Adidogome Apedokoe,VENTE,TERRAIN,APEDOKOE,60000000.0,,1200.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 606m² à Bè Kpota Nissan,VENTE,TERRAIN,BE,60000000.0,,606.0,,99010.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Agbalepedo non loin de Somayaf,VENTE,TERRAIN,AGBALEPEDO,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Bé Kpota,VENTE,TERRAIN,BE KPOTA,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2lots - Adetikope,VENTE,TERRAIN,ADETIKOPE,60000000.0,,1200.0,,50000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain ¾ de lot - Noukafu,VENTE,TERRAIN,NUKAFU,60000000.0,,450.0,,133333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 1 Lot à Agbalepedo,",VENTE,TERRAIN,AGBALEPEDO,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 1 lot Agbalepedo Losso - simé non loin de somayaf,du marché et cms de cacaveli",VENTE,TERRAIN,AGBALEPEDO LOSSOSSIME,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot Agoè réserve pas loin du goudron,VENTE,TERRAIN,AGOE,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain à Agbalepedo losso - simé non loin de Somayaf,",VENTE,TERRAIN,AGBALEPEDO LOSSOSSIME,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot à Djidjole,VENTE,TERRAIN,DJIDJOLE,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot à Apéssito,VENTE,TERRAIN,APESSITO,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain TF 1 lot Bè klikame,VENTE,TERRAIN,BE,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot 6ha - 2Lions,VENTE,TERRAIN,2 LIONS,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Nukafu,VENTE,TERRAIN,NUKAFU,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot à Klikame,VENTE,TERRAIN,KLIKAME,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot 606m² à Kegué Kpatcha,VENTE,TERRAIN,KEGUE KPATCHA,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Hedzranawoe,VENTE,TERRAIN,HEDZRANAWOE,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4lots à Aképé,VENTE,TERRAIN,AKEPE,60000000.0,,2400.0,,25000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à kégué kelegougan,VENTE,TERRAIN,KEGUE,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Attiégou,VENTE,TERRAIN,ATTIEGOU,60000000.0,,600.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Agbalepedo,VENTE,TERRAIN,AGBALEPEDO,57000000.0,,600.0,,95000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots à Adetikope,VENTE,TERRAIN,ADETIKOPE,57000000.0,,2400.0,,23750.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 04 lots - adétikopé,VENTE,TERRAIN,ADETIKOPE,57000000.0,,2400.0,,23750.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Agoè,VENTE,TERRAIN,AGOE,57000000.0,,600.0,,95000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Apessito,VENTE,TERRAIN,APESSITO,56000000.0,,600.0,,93333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600m² - Hedzranawoé,VENTE,TERRAIN,HEDZRANAWOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 H - Tsevie,VENTE,TERRAIN,TSEVIE,55000000.0,,20000.0,,2750.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot au bord de goudron à Bè Kpota,VENTE,TERRAIN,BE,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Djidjolé,VENTE,TERRAIN,DJIDJOLE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain clôturé à Adidogome,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Carrefour Tazo,VENTE,TERRAIN,CARREFOUR TAZO,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot - Agoé,VENTE,TERRAIN,AGOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Hedzranawoe,VENTE,TERRAIN,HEDZRANAWOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot au bord de la voie à Agoè,VENTE,TERRAIN,AGOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Agbalépédo,VENTE,TERRAIN,AGBALEPEDO,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 - 3/4 lot - collés - Adidogomé,VENTE,TERRAIN,ADIDOGOME,55000000.0,,2400.0,,22917.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et demi 800m² - Attiegou derrière Fastar,VENTE,TERRAIN,ATTIEGOU,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrains 300 m² - Lomé,VENTE,TERRAIN,LOME,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 2,50 hectares à Tsevie kolonou",VENTE,TERRAIN,TSEVIE KOLONOU,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 8 lots collés TF à Segbé,VENTE,TERRAIN,SEGBE,55000000.0,,4800.0,,11458.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2.50m² - Tsevie,VENTE,TERRAIN,TSEVIE,55000000.0,,1200.0,,45833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Hedranawoé,VENTE,TERRAIN,HEDZRANAWOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot bien clôturé à Adidogomé franscain,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Patcelle - Agoe Assiyeye,VENTE,TERRAIN,ASSIYEYE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3/4 de lots en angle rue clôturés - Hedranawoé derrière l'école cour primaire publique,VENTE,TERRAIN,HEDZRANAWOE,55000000.0,,450.0,,122222.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots à Zanguéra,VENTE,TERRAIN,ZANGUERA,55000000.0,,1200.0,,45833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Be kpota,VENTE,TERRAIN,BE KPOTA,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain ¾ de lot à Hedzranawoe,VENTE,TERRAIN,HEDZRANAWOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600m² - Grand marché de lomé,VENTE,TERRAIN,ASSIGAME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Attiegou,VENTE,TERRAIN,ATTIEGOU,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots à Sanguéra Klikamé,VENTE,TERRAIN,ZANGUERA KLIKAME,55000000.0,,1200.0,,45833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 500m² à Bè Gbegnedji,VENTE,TERRAIN,BE,55000000.0,,500.0,,110000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Zanguera Klikamé,VENTE,TERRAIN,ZANGUERA KLIKAME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots et 1/2 clôturé Zanguera,VENTE,TERRAIN,ZANGUERA,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1501m² - Zanguéra Klikamé,VENTE,TERRAIN,ZANGUERA,55000000.0,,1501.0,,36642.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Adidogomé,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 /2 lot à adidogome cité mokpokpo,VENTE,TERRAIN,ADIDOGOME,55000000.0,,1200.0,,45833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terain 529m² à Kodjoviakopé,VENTE,TERRAIN,KODJOVIAKOPE,55000000.0,,529.0,,103970.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot 1/2 à Adidogome derrière la cité Mokpokpo,VENTE,TERRAIN,ADIDOGOME,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Adidogomé,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain stratégique bien carré a tokoin lycée a 100 m du goudron,VENTE,TERRAIN,TOKOIN,55000000.0,,1500.0,,36667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - Tokoin,VENTE,TERRAIN,TOKOIN,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot à Adidogome douane,VENTE,TERRAIN,DOUANE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot clôturé face au goudron Adidogome douane,VENTE,TERRAIN,DOUANE,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot Adidogomé douane au bord su goudron,VENTE,TERRAIN,ADIDOGOME,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Agoè cacaveli,VENTE,TERRAIN,AGOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Agbalepedo,VENTE,TERRAIN,AGBALEPEDO,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 8 lots collés au bord du goudron Segbe,VENTE,TERRAIN,SEGBE,55000000.0,,4800.0,,11458.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrains 8lots collès - Togo,VENTE,TERRAIN,TOGO 2000,55000000.0,,4800.0,,11458.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1/2 lot - Adidogomé,VENTE,TERRAIN,ADIDOGOME,55000000.0,,300.0,,183333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot - Adidogome,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot à Agbalepedo,VENTE,TERRAIN,AGBALEPEDO,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots et quart soit 2000m² ouvert à Agoe,VENTE,TERRAIN,AGOE,55000000.0,,1800.0,,30556.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Totsi,VENTE,TERRAIN,TOTSI,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et ¼ à totsi,VENTE,TERRAIN,TOTSI,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 706m² à Avenou,VENTE,TERRAIN,AVENOU,55000000.0,,706.0,,77904.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot à Adidogome,VENTE,TERRAIN,ADIDOGOME,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et ¼ à agoè atchanve,VENTE,TERRAIN,AGOE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot à Avepozo,VENTE,TERRAIN,AVEPOZO,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots - kagnikope,VENTE,TERRAIN,KAGNIKOPE,55000000.0,,1200.0,,45833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Avedji Limousine,VENTE,TERRAIN,AVEDJI LIMOUSINE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,"Terrain 3,5 lots à Agoè anokui",VENTE,TERRAIN,AGOE,55000000.0,,3000.0,,18333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots 2000m² à Agoea,VENTE,TERRAIN,AGOE,55000000.0,,1800.0,,30556.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots à Agoe,VENTE,TERRAIN,AGOE,55000000.0,,1800.0,,30556.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Bè,VENTE,TERRAIN,BE,55000000.0,,600.0,,91667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lot - zanguera ucao,VENTE,TERRAIN,ZANGUERA UCAO,54000000.0,,1800.0,,30000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3 lots angle rue à 200 m du goudron Segbe Akato,VENTE,TERRAIN,AKATO,54000000.0,,1800.0,,30000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain à Attiégou,VENTE,TERRAIN,ATTIEGOU,54000000.0,,600.0,,90000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots à Apéssito Avenyakè,VENTE,TERRAIN,APESSITO AVENYAKE,52000000.0,,2400.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600m² - Bè klikamé,VENTE,TERRAIN,BE,52000000.0,,600.0,,86667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 600m² à Klikame,VENTE,TERRAIN,KLIKAME,52000000.0,,600.0,,86667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1lot - Agoè koffi panou,VENTE,TERRAIN,AGOE,52000000.0,,600.0,,86667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 Lots collés - kpala - mission Tové en allant vers Tové,VENTE,TERRAIN,MISSION TOVE,52000000.0,,2400.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots - Kpala,VENTE,TERRAIN,KPALA,52000000.0,,2400.0,,21667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 701 m² - Agoè,VENTE,TERRAIN,AGOE,52000000.0,,701.0,,74180.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 6 lot clôturer - Davie lycée de davie,VENTE,TERRAIN,DAVIE,51000000.0,,3600.0,,14167.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à 100 m du goudron Adidoadin,VENTE,TERRAIN,ADIDOADIN,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain demi lot Boulevard de la République Kodjoviakopé,VENTE,TERRAIN,KODJOVIAKOPE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots à Akato viepe,VENTE,TERRAIN,AKATO VIEPE,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 4 lots à Adetikope,VENTE,TERRAIN,ADETIKOPE,50000000.0,,2400.0,,20833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots clôturé Zossimé - Nanégbé,VENTE,TERRAIN,NANEGBE,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Nukafu avec titre foncier,VENTE,TERRAIN,NUKAFU,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots collés - Segbe,VENTE,TERRAIN,SEGBE,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots collés - Zossimé,VENTE,TERRAIN,ZOSSIME,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Derrière Etrab,VENTE,TERRAIN,DRRIERE ETRAB,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots - Adidogome,VENTE,TERRAIN,ADIDOGOME,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 04 lots - Adetikopé face goudron,VENTE,TERRAIN,ADETIKOPE,50000000.0,,2400.0,,20833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Tzrrain 1 lot à Agbanlepedo lossossime,VENTE,TERRAIN,AGBALEPEDO LOSSOSSIME,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 594m² à Adidogomé,VENTE,TERRAIN,ADIDOGOME,50000000.0,,594.0,,84175.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot à Agoè logope koshigan derrière l'église catholique,VENTE,TERRAIN,AGOE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 500m²,VENTE,TERRAIN,AGOE,50000000.0,,500.0,,100000.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots angle rue Segbe,VENTE,TERRAIN,SEGBE,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 2 lots - Adidogomé,VENTE,TERRAIN,ADIDOGOME,50000000.0,,1200.0,,41667.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et 3/4 à 100 m du goudron Adetikope,VENTE,TERRAIN,ADETIKOPE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot - Kodjoviakope,VENTE,TERRAIN,KODJOVIAKOPE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
TOGO IMMOBILIER,Parcelle - Agoe Assiyeye,VENTE,TERRAIN,ASSIYEYE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot angle rue vide côté plage Baguida,VENTE,TERRAIN,BAGUIDA,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain - kodjoviakopé,VENTE,TERRAIN,KODJOVIAKOPE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 1 lot et 1/4 ouvert sur deux voies à 250 m du goudron Agoe Demakpoe,VENTE,TERRAIN,DEMAKPOE,50000000.0,,600.0,,83333.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 3/4 lot - Djidjolé,VENTE,TERRAIN,DJIDJOLE,50000000.0,,2400.0,,20833.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
COIN D'AFRIQUE,Terrain 352m2 à Agoè 2 lions,VENTE,TERRAIN,AGOE,50000000.0,,352.0,,142045.0,coinafrique,,,,,,,,,,,,,,,,,,,,,,,,,2026,2,2026-Q2
