Source,Titre,Type d'offre,Type de bien,Quartier,Prix,Piece,Surface,Valeur par piece,Valeur par m2,source
IMMOASK,"villa,louer,lome,totsi",LOCATION,APPARTEMENT,TOTSI,100000,2,120.0,50000.0,833,immoask
IMMOASK,"appartement meublé,louer,lome,adidogome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,250000,2,35.0,125000.0,7143,immoask
IMMOASK,"villa,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,80000,2,100.0,40000.0,800,immoask
IMMOASK,"chambre salon,louer,lome,djidjole",LOCATION,CHAMBRE,DJIDJOLE,60000,2,40.0,30000.0,1500,immoask
IMMOASK,"chambre salon,louer,aneho,djidjole",LOCATION,CHAMBRE,DJIDJOLE,60000,2,40.0,30000.0,1500,immoask
IMMOASK,"appartement,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,300000,3,400.0,100000.0,750,immoask
IMMOASK,"appartement meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,150000,2,35.0,75000.0,4286,immoask
IMMOASK,"studio meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,150000,2,20.0,75000.0,7500,immoask
IMMOASK,"chambre salon,louer,lome,agoe",LOCATION,CHAMBRE,AGOE,45000,2,35.0,22500.0,1286,immoask
IMMOASK,"appartement meublé,louer,lome,sagbado",LOCATION,APPARTEMENT MEUBLE,SAGBADO,200000,2,35.0,100000.0,5714,immoask
IMMOASK,"villa meublée,louer,lomé,sagbado",LOCATION,VILLA MEUBLE,SAGBADO,300000,3,200.0,100000.0,1500,immoask
IMMOASK,"appartement,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,70000,3,75.0,23333.0,933,immoask
IMMOASK,"chambre salon,louer,lome,agoe",LOCATION,CHAMBRE,AGOE,45000,2,60.0,22500.0,750,immoask
IMMOASK,"appartement,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,100000,3,120.0,33333.0,833,immoask
IMMOASK,"villa,louer,lome,leo2000",LOCATION,APPARTEMENT,LEO 2000,300000,3,300.0,100000.0,1000,immoask
IMMOASK,"villa,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,300000,3,400.0,100000.0,750,immoask
IMMOASK,"villa,vendre,lome,adidogome",VENTE,VILLA,ADIDOGOME,26000000,3,150.0,,173333,immoask
IMMOASK,"appartement,louer,lome,agbalepedo",LOCATION,APPARTEMENT,AGBALEPEDO,120000,2,78.0,60000.0,1538,immoask
IMMOASK,"appartement,louer,lome,agbalepedo",LOCATION,APPARTEMENT,AGBALEPEDO,120000,3,80.0,40000.0,1500,immoask
IMMOASK,"appartement,louer,lome,agbalepedo",LOCATION,APPARTEMENT,AGBALEPEDO,102000,2,70.0,51000.0,1457,immoask
IMMOASK,"villa,louer,lome,entreprise de l'union",LOCATION,APPARTEMENT,LEO 2000,200000,3,300.0,66667.0,667,immoask
IMMOASK,"villa,louer,lome,entreprise de l'union",LOCATION,APPARTEMENT,LEO 2000,200000,3,300.0,66667.0,667,immoask
IMMOASK,"immeuble commercial,louer,lome,attiegou",LOCATION,APPARTEMENT,ATTIEGOU,250000,3,300.0,83333.0,833,immoask
IMMOASK,"villa,vendre,lome,amadahome",VENTE,VILLA,ADIDOGOME,47500000,3,10.0,,4750000,immoask
IMMOASK,"studio meublé,louer,lomé,adidogome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,150000,2,21.0,75000.0,7143,immoask
IMMOASK,"villa,louer,lome,agoe",LOCATION,APPARTEMENT,AGOE,130000,5,250.0,26000.0,520,immoask
IMMOASK,"villa,louer,lome, amadahome",LOCATION,APPARTEMENT,ADIDOGOME,23000000,3,150.0,7666667.0,153333,immoask
IMMOASK,"villa,louer,lome,kegue",LOCATION,APPARTEMENT,KEGUE,300000,3,300.0,100000.0,1000,immoask
IMMOASK,"appartement meublé,louer,lome,tokoin",LOCATION,APPARTEMENT MEUBLE,TOKOIN,350000,2,100.0,175000.0,3500,immoask
