Source0,titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source8,source,raison_rejet
ImmoAsk,"villa,louer,lome,totsi",LOCATION,Villa,totsi,100000.0,2,120.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"villa,louer,lome,agoe",LOCATION,Villa,agoe,80000.0,2,100.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,300000.0,3,400.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,70000.0,3,75.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"chambre salon,louer,lome,agoe",LOCATION,Chambre salon,agoe,45000.0,1,60.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,100000.0,3,120.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"villa,louer,lome,agoe",LOCATION,Villa,agoe,300000.0,3,400.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"villa,louer,lome,entreprise de l'union",LOCATION,Villa,leo 2000,200000.0,3,300.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"villa,louer,lome,entreprise de l'union",LOCATION,Villa,leo 2000,200000.0,3,300.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"immeuble commercial,louer,lome,attiegou",LOCATION,Appartement,attiégou,250000.0,3,300.0,ImmoAsk,immoask,prix_m2_trop_bas
ImmoAsk,"villa,vendre,lome,amadahome",VENTE,Villa,adidogome,4.75E7,3,10.0,ImmoAsk,immoask,prix_m2_trop_eleve
ImmoAsk,"villa,louer,lome,agoe",LOCATION,Villa,agoe,130000.0,5,250.0,ImmoAsk,immoask,prix_m2_trop_bas
